language,english_updates,estimand,seed,estimate
german,200,other_language_donor,99,0.0001447194152453
german,200,other_language_donor,100,0.0013348118618903
german,200,other_language_donor,101,-0.0128059141461405
german,400,co_trained_rows,90,0.104951381767291
german,400,co_trained_rows,91,0.0721031788967965
german,400,co_trained_rows,92,0.0999605544628482
german,400,co_trained_rows,93,0.0959845327314844
german,400,co_trained_rows,94,0.0688500404370605
german,400,co_trained_rows,95,0.103212419988972
german,400,co_trained_rows,96,0.0745308305311668
german,400,co_trained_rows,97,0.0873974732376605
german,400,co_trained_rows,98,0.0803495041269684
german,400,co_trained_rows,99,0.109962755267171
german,400,co_trained_rows,100,0.0783092657656035
german,400,co_trained_rows,101,0.0972777170805989
german,400,other_run_same_language_donor,90,0.089119305772661
german,400,other_run_same_language_donor,91,0.0873372339073966
german,400,other_run_same_language_donor,92,0.0967581715404069
german,400,other_run_same_language_donor,93,0.0750906221224919
german,400,other_run_same_language_donor,94,0.0704774953182761
german,400,other_run_same_language_donor,95,0.0929141191827042
german,400,other_run_same_language_donor,96,0.0857800514056843
german,400,other_run_same_language_donor,97,0.0946302448466965
german,400,other_run_same_language_donor,98,0.0822195573800087
german,400,other_run_same_language_donor,99,0.0908476436814817
german,400,other_run_same_language_donor,100,0.0771553996482108
german,400,other_run_same_language_donor,101,0.0946984045400331
german,400,other_language_donor,90,0.0103441482025054
german,400,other_language_donor,91,-0.0033037048609013
german,400,other_language_donor,92,0.0288719987655851
german,400,other_language_donor,93,0.0182589901716792
german,400,other_language_donor,94,0.009173440167935
german,400,other_language_donor,95,-0.0027601096525148
german,400,other_language_donor,96,-0.0022202925675736
german,400,other_language_donor,97,0.0164128543906154
german,400,other_language_donor,98,0.0156873444504864
german,400,other_language_donor,99,0.0158892217340395
german,400,other_language_donor,100,-0.0064975981071887
german,400,other_language_donor,101,0.0206458683285549
german,800,co_trained_rows,90,0.0824724703844097
german,800,co_trained_rows,91,0.0738480924521486
german,800,co_trained_rows,92,0.0427361014929074
german,800,co_trained_rows,93,0.0463556855975751
german,800,co_trained_rows,94,0.053721746489678
german,800,co_trained_rows,95,0.108957868330278
german,800,co_trained_rows,96,0.0589191174884105
german,800,co_trained_rows,97,0.0686357648450147
german,800,co_trained_rows,98,0.0792067527612976
german,800,co_trained_rows,99,0.0695230801344374
german,800,co_trained_rows,100,0.0620536745564024
german,800,co_trained_rows,101,0.0619982209448265
german,800,other_run_same_language_donor,90,0.0703328048562139
german,800,other_run_same_language_donor,91,0.0736206833365706
german,800,other_run_same_language_donor,92,0.0482090669411696
german,800,other_run_same_language_donor,93,0.0376096496067419
german,800,other_run_same_language_donor,94,0.0517911968732786
